time,Okanagan-Similkameen_1,CentralOkanagan_1,KootenayBoundary_1,CentralOkanagan_2,NorthOkanagan_1,KootenayBoundary_2,Squamish-Lillooet_1,CentralOkanagan_4,CentralOkanagan_3,NorthOkanagan_2,CentralKootenay_1,KootenayBoundary_4,Okanagan-Similkameen_2,KootenayBoundary_3,NorthOkanagan_4,NorthOkanagan_3,Cariboo_1,Fraser-FortGeorge_1,CentralKootenay_2,Bulkley-Nechako_1,FraserValley_1,NorthernRockies_1,SunshineCoast_1,Thompson-Nicola_1,Thompson-Nicola_2,EastKootenay_2,GreaterVancouver_1,Nanaimo_1,EastKootenay_1,Squamish-Lillooet_2,FraserValley_2,Comox-Strathcona_1,SunshineCoast_2,CowichanValley_1,Columbia-Shuswap_2,Columbia-Shuswap_1,Bulkley-Nechako_2,PeaceRiver_2,NorthernRockies_2,PeaceRiver_1,Stikine_1,Fraser-FortGeorge_2,Cariboo_2,Skeena-QueenCharlotte_1,Stikine_2,CentralCoast_2,Alberni-Clayoquot_1,Kitimat-Stikine_2,Kitimat-Stikine_1,Alberni-Clayoquot_2,CentralCoast_1,MountWaddington_2,Comox-Strathcona_2,PowellRiver_2,PowellRiver_1,MountWaddington_1,Capital_2,Capital_1,CowichanValley_2,Nanaimo_2,GreaterVancouver_2,Skeena-QueenCharlotte_2
2023-01-01 10:00:00,0.2598984286851631,0.24251589087572642,0.29040283078228063,0.25992377045139325,0.28801648995029133,0.2767418124296599,0.1137143713717519,0.15832994697739236,0.197546777993827,0.27155341615461837,0.11096148024972882,0.12178250427258143,0.17224144074134445,0.15065943458453188,0.2542217128333667,0.24698895757857878,0.07234893690457717,0.01592334538486073,0.14039136618273,0.0,0.06145722611191487,0.0,0.14564256430478278,0.1533765727065112,0.15570046017176137,0.17048995088700566,0.1306520834709529,0.11786803806950856,0.16817608825673175,0.10769269508421003,0.09288193350926978,0.003617251610974428,0.09728150749432032,0.12542879164734588,0.08685442611257704,0.08666053523352209,0.0,0.0,0.0,0.0,0.0,0.05294610650421516,0.026622095203941924,0.0,0.0,0.0,0.08333333978149461,0.0,0.0,0.07895071659167444,0.0,0.0,0.0036515984107193373,0.012776900589813326,0.02302974950050257,0.0,0.11547140413221904,0.12517872513042794,0.12289423611005601,0.13438267017101774,0.10254476561549734,0.0
2023-01-01 11:00:00,0.38381487269590997,0.36106698028899586,0.30116356506472763,0.38050561597170357,0.4043143936857569,0.2857727090780302,0.22801313817562985,0.26369233991935564,0.3192602668555851,0.3338217423164057,0.18299809987623483,0.14834549289991986,0.30173272174559357,0.18803320919028021,0.2766885307614058,0.24973788714656447,0.3540544359201389,0.23601327891956186,0.19462699016444765,0.08298340257630928,0.13676678917087162,0.194788162610664,0.197840759321499,0.1949790855485679,0.1947018111210611,0.2875741863359563,0.1264531334291274,0.18458811214783213,0.2827408517668909,0.17570263729648558,0.13373857586379637,0.18312391955694646,0.17333096209409596,0.20647957162080693,0.1340243193377862,0.13315946029942868,0.02993340752602646,0.04098116588132504,0.031864031069572335,0.0408581691513031,0.0005152939416879491,0.17459519440272175,0.2550492567427924,0.002071126771807404,0.00011290248340873486,0.10584474834936902,0.2109049899146616,0.012491666873280826,0.012409688180319787,0.21556884730640843,0.1069976012568985,0.22250523648251508,0.14700249861427647,0.1466553222560991,0.14899739349636548,0.22110328721791553,0.2035166739744338,0.20857798212992498,0.2213697374138561,0.21959993045782603,0.10653378503802698,0.0017499799524935543
2023-01-01 12:00:00,0.5833728554684261,0.5508012150075821,0.5310426601638519,0.5359753305683398,0.5285071166730051,0.512383671789073,0.4529772878224361,0.4143480856832002,0.46065608902860794,0.44301569944516117,0.3553928892090734,0.43770119192588947,0.5207843969480745,0.4663686678713326,0.3066988381936305,0.27024608681955176,0.32490316084583803,0.17662847341321924,0.29238061199516796,0.08498012150048871,0.3816776509320936,0.23468831793423617,0.27013631249057235,0.3013638591797982,0.3034701917665022,0.3191221465423975,0.2722471668503617,0.17979622669251635,0.3175694068351178,0.33233447610151357,0.3430422087877343,0.22894627499366452,0.2411357740844323,0.21880837230851513,0.22637423194151296,0.2270402825134629,0.05328497207276541,0.060460752883875285,0.07581880037554431,0.06050805152076194,0.018602934651756654,0.17167227712077796,0.2422810620219547,0.014116476257961837,0.011491240327082182,0.09662195505551542,0.21106616877054735,0.030098545851452968,0.0300482288166376,0.21697885819412668,0.09555524256413316,0.16036821429605708,0.20946311964754502,0.20559551302828735,0.2030044459900154,0.1604475582593585,0.24191367121332316,0.24973185559833253,0.2870384454686681,0.25186132446250836,0.22170297576831538,0.01194447259572871
2023-01-01 13:00:00,0.6295726031660417,0.6298703769224688,0.6113601994447894,0.6283076367053425,0.5982024004615337,0.5951063758761597,0.5373380230501809,0.5041403216545661,0.5441318661306311,0.4745987432653641,0.4234786747475493,0.4410559054507113,0.5139735738638035,0.4810420293244809,0.4035829976551966,0.3783404369842731,0.37070708026457927,0.18522219214760968,0.4164122179952067,0.09867037545007384,0.37601420374643807,0.2536971665419081,0.28045365564405356,0.43592640689561957,0.4373742822622529,0.4306020642709959,0.1934121931511468,0.1745699170941559,0.4274783356397758,0.4301431035869876,0.3861594772819354,0.3051849392659095,0.3401391293027405,0.15417937636674905,0.40079818210042356,0.39872980681611414,0.07010689070983649,0.0796995634478154,0.0937373881882401,0.0795520909084064,0.041010634186919456,0.276631652621271,0.26626601860563687,0.03564937312116378,0.035466720917050665,0.14257679340845214,0.2610319154388228,0.06726799376137879,0.06724121992372184,0.2674754821336179,0.14098856994207634,0.2007440766166686,0.2730161721296197,0.31322390003653894,0.3039279052620725,0.20004579198859293,0.16029662030191416,0.16331669692831796,0.20493170771769728,0.18100987251689937,0.15958812180732296,0.030432324754910856
2023-01-01 14:00:00,0.7229508328124024,0.6968223496999565,0.7017737621841488,0.6723105452846281,0.6377824525105258,0.6860114610761413,0.6001204417493631,0.54552254611114,0.5830056352073841,0.5080294757521217,0.40186194344310927,0.5473236212489491,0.6332827349430898,0.5830478751438126,0.4286566179633909,0.3972099137346838,0.35645667142395565,0.2004457956889663,0.4088947176234857,0.10386439136365502,0.43085759303596427,0.2206665984277665,0.3694113662134077,0.48835648445642327,0.4914576125625769,0.3592392569774665,0.2550232644826172,0.2328201505957984,0.3574417662758311,0.42896788202022046,0.36058063073920965,0.3800505178133711,0.40002642295052815,0.21660476240385262,0.3950081669369475,0.39266754654510194,0.08510289385817472,0.07401883318610714,0.12691740894175582,0.07391218429401739,0.04670127954030485,0.2536828295759457,0.24502269085467443,0.045632684045332016,0.03979207029814985,0.1569930008795886,0.37824830124162356,0.09929506621395887,0.09916758038489809,0.3889948865173262,0.15602378280120785,0.22884936412974866,0.33436947672278533,0.37442565419207585,0.36573282835682275,0.22795202017640187,0.21086686164246804,0.21184198693649983,0.2532939621789995,0.23552937493180795,0.21500598270329999,0.03638311777028818
2023-01-01 15:00:00,0.6961628776009681,0.6738628340740124,0.6957020077374011,0.678054270259319,0.626173559269782,0.6899074963243205,0.5633137731302552,0.6314387908057602,0.633484389023613,0.5191829739208506,0.2854173329738579,0.4462725913239458,0.6347266243368893,0.49327131316102896,0.3693588180932523,0.3342818905307067,0.363614279511949,0.14654303365073967,0.31934920157034385,0.10201024521641848,0.45728009824975824,0.14678583346704827,0.38719937232497587,0.43977394033060996,0.44107685251348255,0.30309119934145895,0.18276596824069796,0.29420440265949294,0.303277099183325,0.4867578040037011,0.3926340855369927,0.32588854698035213,0.4722591218256349,0.22039613776463063,0.31840124074064513,0.3182300657901116,0.0897411640965189,0.06390015165681745,0.11297227870453022,0.06388666581996029,0.028722109496065795,0.21444100375177527,0.27355171083315627,0.03367568418768705,0.027934415822473278,0.17926406781196194,0.3563848947008038,0.10872174824503704,0.10852144217461066,0.35877906129089504,0.1778872204506248,0.19516994874886026,0.35438288918627575,0.49046877470683553,0.47865762110516563,0.19700318827260843,0.17222772907399236,0.16862310905428635,0.2347313136969721,0.23716305305045457,0.14325155929549618,0.028550105639787056
2023-01-01 16:00:00,0.6541111953552424,0.6259078561367374,0.6190834987203296,0.6099268702468207,0.5541585365172758,0.6165046150041169,0.5917800591145663,0.5881806667637144,0.5855913975523526,0.4804585015688512,0.21901407357199862,0.41365448300782665,0.6064098451669558,0.45297344159448877,0.3446771310231184,0.31515430556792967,0.3300684195556844,0.10659787487435146,0.2591619986933675,0.06544055466925573,0.45476048123450413,0.10904137109932302,0.3411731935866773,0.36599621287549944,0.364710749298728,0.22469362524881292,0.24862765037065596,0.15635876009082222,0.2245150821680118,0.5275263126765214,0.4012118874809106,0.15947362817590421,0.44860110808934917,0.12021375308652901,0.16952740879243544,0.1705714195147035,0.061640908674646645,0.037306383220317464,0.04288325261491077,0.03720916908272213,0.019227911597406697,0.1782120760306566,0.2875473946726918,0.0200271634775059,0.015997505240264567,0.09710284489191347,0.13057759659910212,0.06589603289936685,0.0657368856735242,0.12572869511562884,0.09615359465363098,0.08785312857553633,0.2665180536445873,0.4569690273603422,0.4369013486343075,0.08854357055397352,0.12316795484899985,0.12484245881912313,0.13188329358837805,0.12619404246768737,0.20469364282151334,0.01672073071931669
2023-01-01 17:00:00,0.4570634141255481,0.4462186052402402,0.4483834318073619,0.43741944072339356,0.41510183047530685,0.43947057262969697,0.41780368976910215,0.4212785545973576,0.4206732524020773,0.36227256051047096,0.2195603240343793,0.3506494277983403,0.42006846169185613,0.37468250465940134,0.2854705680435204,0.25989322251990055,0.22874241249524066,0.053493502268294066,0.2484168360687383,0.0165479734666871,0.33729791191799624,0.0,0.24983252821268762,0.215928237698324,0.21623175344630247,0.17824203385321746,0.2606559423760001,0.0866535942514779,0.1776204323225,0.3682145903939549,0.33783050997211556,0.05275440039710618,0.30041220119753526,0.09307529709782786,0.09872555682787605,0.09991365282345523,0.014801292093177251,0.00523413404847904,0.0,0.005202978488666665,0.007234258146229863,0.0828620925223659,0.13840715302281828,0.0039019776322883545,0.005520347060940322,0.019623848186312406,0.07789945038532928,0.013707157641041393,0.013691446372676469,0.07676717323332215,0.019420907912483958,0.019872170472863115,0.1019423084054053,0.22661966422931248,0.21752615472776976,0.020011267070589183,0.10812270362744317,0.10950625803642976,0.09803579968811062,0.09159049032894245,0.22432486846356303,0.003269504448071134
2023-01-01 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 10:00:00,0.17836615197345296,0.15320793081717218,0.1249609721904517,0.17041448257678604,0.17065459993933754,0.12624951198277715,0.011364519893667184,0.154598816674379,0.16931663261457008,0.15799571118012148,0.19341023365705884,0.032188799947553484,0.16896237513193824,0.05048565946689762,0.1302756162618941,0.13062257993196508,0.003144600175068821,0.00720125529307513,0.17084453310250258,0.0,0.10506667684213943,0.0,0.022091003362820896,0.04965859306869254,0.050410995993975756,0.28296990663974997,0.09537758505123635,0.0017638404123745722,0.28134917908031953,0.02721060278146134,0.09708927917424816,0.0,0.01511061191389417,0.022530531930753307,0.09656687015988362,0.09920978177081075,0.0,0.0,0.0,0.0,0.0,0.030369155835731697,0.0027303929750739767,0.0,0.0,0.0,0.00018514316356218978,0.0,0.0,0.00019836767524520333,0.0,0.0,0.0,0.0008729250062878177,0.0008057769288810625,0.0,0.03795463831372362,0.03684405681098543,0.01416227722224778,0.012365077254642429,0.08755707366672365,0.0
2023-01-02 11:00:00,0.2869914014966837,0.2126249574918384,0.14388396679958027,0.1775966695199365,0.17576992204755446,0.14840002323896462,0.09151670983176365,0.15418491698844078,0.1835309540314057,0.1896402763686921,0.3332375487123509,0.08325304429877169,0.2749295873614681,0.09868776694405344,0.254310757962448,0.26220135044811965,0.061491757531017426,0.09848549977609337,0.31954438686255443,0.020101809116269687,0.24544909996715833,0.03658972993091155,0.048683397741861735,0.13315239894020917,0.1332688797104404,0.42038276581787815,0.17460156511225758,0.026380000996774403,0.41627922425936276,0.11447316224194867,0.2649813004150504,0.06043478952671304,0.056321097776127975,0.05206996149335748,0.17869569269112917,0.18038146249082773,0.023161435901721147,0.06953881086019564,0.006647933270043186,0.06940378665323782,0.007614148450393581,0.23554539289455168,0.11362708138146857,0.0068966228475404205,0.0023636517596775913,0.07317476778870251,0.019172175720577504,0.0015307528934519834,0.001522620839405125,0.019281626274559448,0.07151404671105811,0.12376896366406953,0.15600948996427727,0.1258877198275841,0.11764595758052268,0.1318033161310191,0.06971949875030717,0.06952110980092047,0.044421604398376065,0.039864784073962774,0.16996851263260113,0.011153682000091942
