cluster_id,lcoe,capex,fom,vom,CF_mean,Cluster_No,potential_capacity,Region,nearest_station,nearest_station_distance_km,Rank
DivisionNo.7_1,1.1207517958852287,3.209402094837186,0.09052719999999999,0,0.3253607077963497,1,4154.057097315714,DivisionNo.7,AB_508S_DSS,0.0,1
DivisionNo.10_1,1.184949221622882,3.209402094837186,0.09052719999999999,0,0.3132759876539342,1,4487.560935772016,DivisionNo.10,AB_705S_DSS,0.0,2
DivisionNo.7_2,1.2337111430283159,3.209402094837186,0.09052719999999999,0,0.3021129655794993,2,3742.144823619912,DivisionNo.7,AB_863S_ISS,0.0,3
DivisionNo.1_1,1.265469668219497,3.209402094837186,0.09052719999999999,0,0.2952469538891792,1,9828.404135783949,DivisionNo.1,AB_1019S_GSS,0.0,4
DivisionNo.4_1,1.3219474749055196,3.209402094837186,0.09052719999999999,0,0.2935921427473031,1,11875.707948477178,DivisionNo.4,AB_771S_DSS,0.0,5
DivisionNo.2_1,1.3319580057983138,3.209402094837186,0.09052719999999999,0,0.2729897573502316,1,4497.791203024366,DivisionNo.2,AB_344S_DSS,0.0,6
DivisionNo.3_1,1.430005629811748,3.209402094837186,0.09052719999999999,0,0.24968861380829746,1,7322.1157192676,DivisionNo.3,AB_226S_DSS,0.0,7
DivisionNo.11_1,1.4684769367789088,3.209402094837186,0.09052719999999999,0,0.2506664086875942,1,5612.842009081676,DivisionNo.11,AB_522S_DSS,0.0,8
DivisionNo.12_1,1.7091604973736307,3.209402094837186,0.09052719999999999,0,0.23138490147144228,1,15824.050568758596,DivisionNo.12,AB_707S_DSS,0.0,9
DivisionNo.5_1,1.7749550344680398,3.209402094837186,0.09052719999999999,0,0.21803958273951793,1,3715.873330709283,DivisionNo.5,AB_572S_GSS,0.0,10
DivisionNo.8_1,1.7874755638245385,3.209402094837186,0.09052719999999999,0,0.21147157710866543,1,1806.5580250528428,DivisionNo.8,AB_766S_DSS,0.18385537597210322,11
DivisionNo.19_1,1.79278882702722,3.209402094837186,0.09052719999999999,0,0.20703644711767166,1,13322.518889545803,DivisionNo.19,AB_2033S_DSS,0.0,12
DivisionNo.13_1,1.9336584711857214,3.209402094837186,0.09052719999999999,0,0.19725415433721163,1,13335.133415694116,DivisionNo.13,AB_993S_DSS,0.0,13
DivisionNo.8_2,2.000097071316578,3.209402094837186,0.09052719999999999,0,0.19131587265455907,2,1361.101689541627,DivisionNo.8,AB_214S_GSS,0.0,14
DivisionNo.11_2,2.008557294361887,3.209402094837186,0.09052719999999999,0,0.1932920929355673,2,11078.834150803017,DivisionNo.11,AB_964S_DSS,0.0,15
DivisionNo.2_2,2.0803229046108385,3.209402094837186,0.09052719999999999,0,0.2327155223446263,2,9549.843979715686,DivisionNo.2,AB_498S_DSS,0.0,16
DivisionNo.6_1,2.1067665780171283,3.209402094837186,0.09052719999999999,0,0.18394115318187837,1,4990.798146121639,DivisionNo.6,AB_64S_DSS,0.0,17
DivisionNo.4_2,2.144022163985806,3.209402094837186,0.09052719999999999,0,0.28879024203838866,2,11202.889822279489,DivisionNo.4,AB_932S_DSS,2.377795200000153,18
DivisionNo.10_2,2.2017861769326075,3.209402094837186,0.09052719999999999,0,0.3077790157713838,2,5564.707769363953,DivisionNo.10,AB_308S_ISS,0.0,19
DivisionNo.3_2,2.2570643695679693,3.209402094837186,0.09052719999999999,0,0.22592015999314577,2,3664.2157681374474,DivisionNo.3,AB_604S_DSS,0.0,20
DivisionNo.6_2,2.56269052851044,3.209402094837186,0.09052719999999999,0,0.15225474447281645,2,6251.828349750593,DivisionNo.6,AB_SS23_DSS,0.0,21
DivisionNo.5_2,2.657963322042364,3.209402094837186,0.09052719999999999,0,0.19689263818314903,2,2890.1346794330843,DivisionNo.5,AB_XCAV_DSS,0.0,22
DivisionNo.17_1,2.805286786051752,3.209402094837186,0.09052719999999999,0,0.18201955890358915,1,77658.52471283145,DivisionNo.17,AB_858S_DSS,0.0,23
