time,DivisionNo.3_1,DivisionNo.4_1
2023-01-01 14:00:00,0.0,0.0
2023-01-01 15:00:00,0.0,0.0
2023-01-01 16:00:00,0.0,0.0
2023-01-01 17:00:00,0.0,0.0
2023-01-01 18:00:00,0.0,0.0
2023-01-01 19:00:00,0.0,0.0
2023-01-01 20:00:00,0.0,0.0
2023-01-01 21:00:00,0.0,0.0
2023-01-01 22:00:00,0.0,0.0
2023-01-01 23:00:00,0.0,0.0
2023-01-02 00:00:00,0.4970293789468297,0.23865448525700694
2023-01-02 01:00:00,0.6547493284963147,0.2660530560769472
2023-01-02 02:00:00,0.7216274159461956,0.4026059830090041
2023-01-02 03:00:00,0.749429575411427,0.43311799129358747
2023-01-02 04:00:00,0.7405604603148284,0.43116974052727686
2023-01-02 05:00:00,0.6797211155986327,0.32045064481619057
2023-01-02 06:00:00,0.5479760981033016,0.3621925289061642
2023-01-02 07:00:00,0.29090537258032495,0.0
2023-01-02 08:00:00,0.0,0.0
2023-01-02 09:00:00,0.0,0.0
2023-01-02 10:00:00,0.0,0.0
2023-01-02 11:00:00,0.0,0.0
2023-01-02 12:00:00,0.0,0.0
2023-01-02 13:00:00,0.0,0.0
2023-01-02 14:00:00,0.0,0.0
2023-01-02 15:00:00,0.0,0.0
2023-01-02 16:00:00,0.0,0.0
2023-01-02 17:00:00,0.0,0.0
2023-01-02 18:00:00,0.0,0.0
2023-01-02 19:00:00,0.0,0.0
2023-01-02 20:00:00,0.0,0.0
2023-01-02 21:00:00,0.0,0.0
2023-01-02 22:00:00,0.0,0.0
2023-01-02 23:00:00,0.0,0.0
2023-01-03 00:00:00,0.5095514238805191,0.5336409627037472
2023-01-03 01:00:00,0.6586721169355719,0.7062667975829298
2023-01-03 02:00:00,0.7321469177435069,0.7811576555855402
2023-01-03 03:00:00,0.7637645541816959,0.8001990266073293
2023-01-03 04:00:00,0.7500403717544205,0.7729637685015228
2023-01-03 05:00:00,0.7003296456101901,0.6902210106188783
2023-01-03 06:00:00,0.5735499395592735,0.5084788469785948
2023-01-03 07:00:00,0.39618598490317347,0.0
2023-01-03 08:00:00,0.0,0.0
2023-01-03 09:00:00,0.0,0.0
2023-01-03 10:00:00,0.0,0.0
2023-01-03 11:00:00,0.0,0.0
2023-01-03 12:00:00,0.0,0.0
2023-01-03 13:00:00,0.0,0.0
2023-01-03 14:00:00,0.0,0.0
2023-01-03 15:00:00,0.0,0.0
2023-01-03 16:00:00,0.0,0.0
2023-01-03 17:00:00,0.0,0.0
2023-01-03 18:00:00,0.0,0.0
2023-01-03 19:00:00,0.0,0.0
2023-01-03 20:00:00,0.0,0.0
2023-01-03 21:00:00,0.0,0.0
2023-01-03 22:00:00,0.0,0.0
2023-01-03 23:00:00,0.0,0.0
2023-01-04 00:00:00,0.49561886617570944,0.5431082094345229
2023-01-04 01:00:00,0.587827047860055,0.7123111151611806
2023-01-04 02:00:00,0.6131402715141683,0.7782337388044799
2023-01-04 03:00:00,0.6885893564021247,0.7716924136650377
2023-01-04 04:00:00,0.6158652107510513,0.7595299473583885
2023-01-04 05:00:00,0.596484552118609,0.6622910284153957
2023-01-04 06:00:00,0.45218131481102347,0.4912942758920504
2023-01-04 07:00:00,0.27055241664706514,0.0
2023-01-04 08:00:00,0.0,0.0
2023-01-04 09:00:00,0.0,0.0
2023-01-04 10:00:00,0.0,0.0
2023-01-04 11:00:00,0.0,0.0
2023-01-04 12:00:00,0.0,0.0
2023-01-04 13:00:00,0.0,0.0
2023-01-04 14:00:00,0.0,0.0
2023-01-04 15:00:00,0.0,0.0
2023-01-04 16:00:00,0.0,0.0
2023-01-04 17:00:00,0.0,0.0
2023-01-04 18:00:00,0.0,0.0
2023-01-04 19:00:00,0.0,0.0
2023-01-04 20:00:00,0.0,0.0
2023-01-04 21:00:00,0.0,0.0
2023-01-04 22:00:00,0.0,0.0
2023-01-04 23:00:00,0.0,0.0
2023-01-05 00:00:00,0.49812060010130316,0.3941440542124261
2023-01-05 01:00:00,0.6774590704076536,0.5831940747603449
2023-01-05 02:00:00,0.7437211365701387,0.5611072679142937
2023-01-05 03:00:00,0.76762713979757,0.6018301377502037
2023-01-05 04:00:00,0.7589245352893861,0.6076199265660717
2023-01-05 05:00:00,0.7094714079167136,0.5188566826520412
2023-01-05 06:00:00,0.5925401553201606,0.44632491324232026
2023-01-05 07:00:00,0.47566106631848054,0.0
2023-01-05 08:00:00,0.0,0.0
2023-01-05 09:00:00,0.0,0.0
2023-01-05 10:00:00,0.0,0.0
2023-01-05 11:00:00,0.0,0.0
2023-01-05 12:00:00,0.0,0.0
2023-01-05 13:00:00,0.0,0.0
2023-01-05 14:00:00,0.0,0.0
2023-01-05 15:00:00,0.0,0.0
2023-01-05 16:00:00,0.0,0.0
2023-01-05 17:00:00,0.0,0.0
2023-01-05 18:00:00,0.0,0.0
2023-01-05 19:00:00,0.0,0.0
2023-01-05 20:00:00,0.0,0.0
2023-01-05 21:00:00,0.0,0.0
2023-01-05 22:00:00,0.0,0.0
2023-01-05 23:00:00,0.0,0.0
2023-01-06 00:00:00,0.11932441747166954,0.37152371618803454
2023-01-06 01:00:00,0.153302112978135,0.46924659489236065
2023-01-06 02:00:00,0.21437416670394605,0.5238160079702058
2023-01-06 03:00:00,0.3452390347239787,0.5200453972939048
2023-01-06 04:00:00,0.3528209086377681,0.4917329848780109
2023-01-06 05:00:00,0.3410728766617978,0.3857041526551516
2023-01-06 06:00:00,0.14311499595491292,0.29923390029323416
2023-01-06 07:00:00,0.030984339196527756,0.0
2023-01-06 08:00:00,0.0,0.0
2023-01-06 09:00:00,0.0,0.0
2023-01-06 10:00:00,0.0,0.0
2023-01-06 11:00:00,0.0,0.0
2023-01-06 12:00:00,0.0,0.0
2023-01-06 13:00:00,0.0,0.0
2023-01-06 14:00:00,0.0,0.0
2023-01-06 15:00:00,0.0,0.0
2023-01-06 16:00:00,0.0,0.0
2023-01-06 17:00:00,0.0,0.0
2023-01-06 18:00:00,0.0,0.0
2023-01-06 19:00:00,0.0,0.0
2023-01-06 20:00:00,0.0,0.0
2023-01-06 21:00:00,0.0,0.0
2023-01-06 22:00:00,0.0,0.0
2023-01-06 23:00:00,0.0,0.0
